FULL_step_teacher,FULL_reward_teacher,FULL_step_student,FULL_reward_student,INT_step_teacher,INT_reward_teacher,INT_step_student,INT_reward_student,EXT_step_teacher,EXT_reward_teacher,EXT_step_student,EXT_reward_student
21530,2051.47705078125,21530,2063.528076171875,21530,1922.0758056640625,21530,1900.403076171875,21530,1927.94580078125,21530,2015.3907470703125
21531,2128.9541015625,21531,2059.830810546875,21531,1896.5179443359375,21531,1920.0701904296875,21531,1949.3377685546875,21531,2006.9810791015625
21532,2095.455810546875,21532,2059.100830078125,21532,1900.6942138671875,21532,1919.3671875,21532,1952.7421875,21532,2017.258056640625
21533,2103.91943359375,21533,2087.454833984375,21533,1942.097900390625,21533,1927.355712890625,21533,1976.7071533203125,21533,2020.73046875
21534,2093.01611328125,21534,2084.22119140625,21534,1954.310302734375,21534,1933.6580810546875,21534,2008.819091796875,21534,1983.76513671875
21535,2092.76904296875,21535,2070.06689453125,21535,1924.4796142578125,21535,1925.7255859375,21535,1936.226806640625,21535,1980.27783203125
21536,2042.568603515625,21536,2096.64599609375,21536,1888.7821044921875,21536,1935.376220703125,21536,1895.798828125,21536,1978.450439453125
21537,2029.08642578125,21537,2094.77685546875,21537,1880.225341796875,21537,1918.3387451171875,21537,1900.1031494140625,21537,1986.2352294921875
21538,2111.43359375,21538,2089.31689453125,21538,1928.8251953125,21538,1949.398681640625,21538,1969.556396484375,21538,1992.685546875
21539,2083.59814453125,21539,2098.955078125,21539,1951.1307373046875,21539,1933.68310546875,21539,2002.156005859375,21539,1989.814208984375
21540,2083.770263671875,21540,2088.0419921875,21540,1941.4501953125,21540,1913.97314453125,21540,2007.2237548828125,21540,1951.3680419921875
21541,2066.271484375,21541,2067.8154296875,21541,1906.3480224609375,21541,1927.2266845703125,21541,1996.35546875,21541,1951.874267578125
21542,2087.736083984375,21542,2050.9140625,21542,1877.4271240234375,21542,1926.3643798828125,21542,1980.326904296875,21542,1955.4296875
21543,2069.867431640625,21543,2077.39013671875,21543,1894.4063720703125,21543,1921.404541015625,21543,1970.0638427734375,21543,1981.5933837890625
21544,2086.516357421875,21544,2079.5556640625,21544,1955.9241943359375,21544,1923.6456298828125,21544,1972.5794677734375,21544,1983.011474609375
21545,2104.154296875,21545,2109.48828125,21545,2001.2203369140625,21545,1932.3712158203125,21545,2025.8709716796875,21545,1961.9879150390625
21546,2039.9833984375,21546,2123.561279296875,21546,1984.195068359375,21546,1937.5186767578125,21546,2052.618896484375,21546,1957.626708984375
21547,2062.923095703125,21547,2084.396240234375,21547,1937.0799560546875,21547,1953.526123046875,21547,1993.23681640625,21547,1961.1334228515625
21548,2088.91650390625,21548,2061.139892578125,21548,1901.0567626953125,21548,1934.0946044921875,21548,1951.209716796875,21548,1998.814208984375
21549,2098.420166015625,21549,2038.09033203125,21549,1911.5240478515625,21549,1937.6466064453125,21549,1942.05029296875,21549,2003.1016845703125
21550,2113.039794921875,21550,2053.21923828125,21550,1885.0245361328125,21550,1938.3441162109375,21550,1945.5806884765625,21550,2009.6834716796875
21551,2082.5244140625,21551,2064.072509765625,21551,1889.900146484375,21551,1937.8470458984375,21551,1940.8094482421875,21551,1967.1337890625
21552,2068.93017578125,21552,2104.8837890625,21552,1882.893798828125,21552,1934.802001953125,21552,1993.345703125,21552,1965.2283935546875
21553,2111.29052734375,21553,2082.296630859375,21553,1867.358154296875,21553,1951.2366943359375,21553,1995.30615234375,21553,1971.3072509765625
21554,2063.49365234375,21554,2087.61279296875,21554,1907.7100830078125,21554,1937.79345703125,21554,1990.1993408203125,21554,1988.8807373046875
21555,2024.0992431640625,21555,2082.96142578125,21555,1957.41943359375,21555,1936.2274169921875,21555,1960.1522216796875,21555,1982.99462890625
21556,2067.639404296875,21556,2051.35205078125,21556,1944.597900390625,21556,1919.1641845703125,21556,1926.7569580078125,21556,1976.0966796875
21557,2114.840576171875,21557,2085.741943359375,21557,1918.523193359375,21557,1931.8323974609375,21557,1906.73681640625,21557,1970.7630615234375
21558,2122.456787109375,21558,2073.032958984375,21558,1967.4991455078125,21558,1927.420654296875,21558,1952.9150390625,21558,1956.677978515625
21559,2076.856689453125,21559,2098.05859375,21559,1964.8870849609375,21559,1937.6519775390625,21559,2034.7718505859375,21559,1955.4571533203125
21560,2090.282470703125,21560,2087.483154296875,21560,1888.328369140625,21560,1907.3551025390625,21560,2034.4949951171875,21560,1966.9254150390625
21561,2076.115234375,21561,2081.631103515625,21561,1911.4384765625,21561,1908.6990966796875,21561,1984.4967041015625,21561,1986.825927734375
21562,2092.967529296875,21562,2023.012451171875,21562,1909.8162841796875,21562,1905.4390869140625,21562,1919.5753173828125,21562,1975.181640625
21563,2045.728271484375,21563,2010.9320068359375,21563,1923.1275634765625,21563,1919.3482666015625,21563,1938.805908203125,21563,1970.583984375
21564,2015.5521240234375,21564,2004.75732421875,21564,1863.3209228515625,21564,1931.4810791015625,21564,1949.5948486328125,21564,1954.2806396484375
21565,2073.36181640625,21565,2031.15185546875,21565,1885.3759765625,21565,1907.9962158203125,21565,1929.8626708984375,21565,1970.0877685546875
21566,2042.2501220703125,21566,2091.229736328125,21566,1909.2239990234375,21566,1901.677734375,21566,1876.9990234375,21566,1973.7952880859375
21567,2008.2823486328125,21567,2099.607666015625,21567,1938.076171875,21567,1912.589599609375,21567,1917.048583984375,21567,1954.8372802734375
21568,2076.507080078125,21568,2106.790283203125,21568,1947.4376220703125,21568,1904.208984375,21568,1929.87255859375,21568,1957.947265625
21569,2064.568603515625,21569,2108.053466796875,21569,1929.00537109375,21569,1904.463623046875,21569,1937.6275634765625,21569,1933.219970703125
21570,2044.1593017578125,21570,2104.855224609375,21570,1931.08447265625,21570,1894.9580078125,21570,1943.939697265625,21570,1932.901611328125
21571,2080.943603515625,21571,2058.341064453125,21571,1928.2637939453125,21571,1894.81005859375,21571,2029.43212890625,21571,1962.7972412109375
21572,2072.793212890625,21572,2073.621337890625,21572,1925.9140625,21572,1917.6805419921875,21572,2005.1044921875,21572,1961.523681640625
21573,2114.952880859375,21573,2051.695556640625,21573,1951.226318359375,21573,1931.411865234375,21573,2010.163818359375,21573,1957.7098388671875
21574,2035.8743896484375,21574,2057.12744140625,21574,1995.6326904296875,21574,1958.19384765625,21574,1966.8590087890625,21574,1965.58837890625
21575,2057.452880859375,21575,2070.6572265625,21575,1998.468017578125,21575,1955.653076171875,21575,1954.6690673828125,21575,1984.3404541015625
21576,2058.89794921875,21576,2060.45947265625,21576,1993.3646240234375,21576,1949.6781005859375,21576,1900.34130859375,21576,1994.23193359375
21577,2083.555419921875,21577,2053.480224609375,21577,1982.81201171875,21577,1968.2357177734375,21577,1890.44384765625,21577,2021.8544921875
21578,2078.746337890625,21578,2057.223388671875,21578,1980.4932861328125,21578,1965.388427734375,21578,1892.349609375,21578,2021.3336181640625
21579,2060.501953125,21579,2052.361328125,21579,1984.72412109375,21579,1959.030029296875,21579,1933.532470703125,21579,1982.1771240234375
21580,2109.1630859375,21580,2045.3848876953125,21580,1992.0771484375,21580,1940.167236328125,21580,1988.480712890625,21580,1959.9805908203125
21581,2079.579345703125,21581,2037.380615234375,21581,1996.1314697265625,21581,1940.2459716796875,21581,2022.3450927734375,21581,1961.8338623046875
21582,2086.000244140625,21582,1998.8973388671875,21582,1980.8819580078125,21582,1924.792236328125,21582,1997.9287109375,21582,1935.5179443359375
21583,2075.74853515625,21583,2005.3946533203125,21583,1971.39697265625,21583,1914.9891357421875,21583,1960.15087890625,21583,1927.197265625
21584,2051.450927734375,21584,2013.1207275390625,21584,1963.1094970703125,21584,1918.24853515625,21584,1872.7099609375,21584,1920.24951171875
21585,2099.12841796875,21585,2058.0869140625,21585,1955.4515380859375,21585,1930.0850830078125,21585,1883.1395263671875,21585,1920.2437744140625
21586,2096.560791015625,21586,2087.610107421875,21586,1929.2515869140625,21586,1940.8896484375,21586,1924.1275634765625,21586,1936.7186279296875
21587,2104.0537109375,21587,2072.03759765625,21587,1956.588623046875,21587,1951.7122802734375,21587,1993.8428955078125,21587,1929.795654296875
21588,2069.14599609375,21588,2071.953857421875,21588,1988.92138671875,21588,1941.1859130859375,21588,1994.15380859375,21588,1968.884765625
21589,2074.585693359375,21589,2082.52978515625,21589,2041.28564453125,21589,1940.66455078125,21589,1969.909423828125,21589,1931.11767578125
21590,2118.025390625,21590,2064.669189453125,21590,2040.2911376953125,21590,1943.9705810546875,21590,1968.8045654296875,21590,1945.5380859375
21591,2049.47412109375,21591,2041.7164306640625,21591,2006.969482421875,21591,1923.7100830078125,21591,1928.225830078125,21591,1957.60595703125
21592,2071.8544921875,21592,2042.890625,21592,1969.6322021484375,21592,1906.4595947265625,21592,1921.1556396484375,21592,1957.9024658203125
21593,2093.13623046875,21593,2028.1973876953125,21593,1953.4176025390625,21593,1887.4586181640625,21593,1955.47998046875,21593,1968.4056396484375
21594,2073.61865234375,21594,2039.6270751953125,21594,1949.66796875,21594,1895.230224609375,21594,1960.7786865234375,21594,1974.4920654296875
21595,2001.1202392578125,21595,2058.023681640625,21595,1944.6207275390625,21595,1907.6929931640625,21595,1959.75048828125,21595,1971.5882568359375
21596,2042.2130126953125,21596,2039.994384765625,21596,1912.0335693359375,21596,1926.0068359375,21596,1950.5701904296875,21596,1961.3544921875
21597,2087.895751953125,21597,2049.93701171875,21597,1924.03369140625,21597,1922.0135498046875,21597,1967.688232421875,21597,1906.6048583984375
21598,2092.165283203125,21598,2053.947265625,21598,1907.207275390625,21598,1919.127197265625,21598,1970.1630859375,21598,1937.2734375
21599,2046.8297119140625,21599,2052.523193359375,21599,1933.7208251953125,21599,1925.898681640625,21599,1935.323974609375,21599,1934.5059814453125
21600,2079.151123046875,21600,2094.490234375,21600,1959.0499267578125,21600,1918.8062744140625,21600,1939.4306640625,21600,1935.5677490234375
21601,2090.32568359375,21601,2089.8154296875,21601,1978.4573974609375,21601,1890.3311767578125,21601,1959.1953125,21601,1919.958984375
21602,2094.358642578125,21602,2075.218994140625,21602,1996.2833251953125,21602,1921.521484375,21602,1972.1878662109375,21602,1926.32958984375
21603,2057.377197265625,21603,2063.722412109375,21603,1987.8929443359375,21603,1917.537841796875,21603,1982.1610107421875,21603,1920.0230712890625
21604,2072.904541015625,21604,2040.9161376953125,21604,1961.1123046875,21604,1919.6812744140625,21604,1970.839111328125,21604,1949.8299560546875
21605,2076.237548828125,21605,2036.1400146484375,21605,1920.1878662109375,21605,1899.102783203125,21605,1984.734619140625,21605,1963.3814697265625
21606,2089.25439453125,21606,2058.346923828125,21606,1953.6162109375,21606,1868.2200927734375,21606,1958.3262939453125,21606,1964.2144775390625
21607,2026.4677734375,21607,2055.4921875,21607,1996.9005126953125,21607,1882.7327880859375,21607,1918.3526611328125,21607,1967.20361328125
21608,2041.9091796875,21608,2078.0615234375,21608,2033.3304443359375,21608,1912.5142822265625,21608,1933.8392333984375,21608,1977.215576171875
21609,2082.49072265625,21609,2087.238037109375,21609,2009.454345703125,21609,1912.4561767578125,21609,2003.8670654296875,21609,1971.3321533203125
21610,2101.868896484375,21610,2105.521728515625,21610,1993.941162109375,21610,1889.7939453125,21610,2020.884521484375,21610,1962.4315185546875
21611,2124.18359375,21611,2113.00634765625,21611,1977.3592529296875,21611,1884.2939453125,21611,2010.093505859375,21611,1947.7264404296875
21612,2047.2923583984375,21612,2114.959228515625,21612,1963.4249267578125,21612,1936.3563232421875,21612,1973.5084228515625,21612,1948.900146484375
21613,2050.623779296875,21613,2096.914794921875,21613,1935.0579833984375,21613,1932.5223388671875,21613,1937.9150390625,21613,1973.848388671875
21614,2126.7880859375,21614,2075.99462890625,21614,1932.3336181640625,21614,1930.161376953125,21614,1944.1103515625,21614,1954.228515625
21615,2121.300048828125,21615,2050.13916015625,21615,1956.6759033203125,21615,1976.584716796875,21615,1919.892822265625,21615,1937.7880859375
21616,2134.7197265625,21616,2060.25341796875,21616,1969.351806640625,21616,1970.190673828125,21616,1988.6773681640625,21616,1941.5537109375
21617,2097.33642578125,21617,2067.31396484375,21617,1976.3861083984375,21617,1970.35546875,21617,1977.1861572265625,21617,1928.712158203125
21618,2104.317626953125,21618,2079.78515625,21618,1895.9534912109375,21618,1975.2730712890625,21618,1967.8306884765625,21618,1958.7044677734375
21619,2081.836669921875,21619,2090.379150390625,21619,1859.244384765625,21619,1977.667724609375,21619,1925.13232421875,21619,1969.2216796875
21620,2079.803466796875,21620,2099.801513671875,21620,1841.204345703125,21620,1978.636962890625,21620,1934.9710693359375,21620,1967.5189208984375
21621,2099.5908203125,21621,2099.34521484375,21621,1891.6749267578125,21621,1969.603515625,21621,1915.1668701171875,21621,1978.9984130859375
21622,2116.5361328125,21622,2089.86669921875,21622,1919.87841796875,21622,1948.2955322265625,21622,1912.6885986328125,21622,1983.4979248046875
21623,2120.747802734375,21623,2082.9453125,21623,1941.3634033203125,21623,1941.8377685546875,21623,1861.858154296875,21623,1961.685302734375
21624,2108.575927734375,21624,2058.62255859375,21624,1943.832275390625,21624,1946.6845703125,21624,1873.3311767578125,21624,1903.03662109375
21625,2053.927978515625,21625,2051.4384765625,21625,1926.2108154296875,21625,1920.8662109375,21625,1906.180419921875,21625,1905.05322265625
21626,2093.481201171875,21626,2031.7198486328125,21626,1980.4434814453125,21626,1923.4927978515625,21626,1946.1182861328125,21626,1846.534423828125
21627,2083.917724609375,21627,2048.70361328125,21627,1935.13330078125,21627,1919.033935546875,21627,1962.4388427734375,21627,1856.077880859375
21628,2092.242919921875,21628,2057.27978515625,21628,1959.3056640625,21628,1919.17822265625,21628,1970.9466552734375,21628,1865.58203125
21629,2086.50537109375,21629,2063.78564453125,21629,1936.930908203125,21629,1929.694580078125,21629,1936.358154296875,21629,1871.28662109375
21630,2125.584228515625,21630,2064.57861328125,21630,1925.4854736328125,21630,1948.561279296875,21630,1934.364501953125,21630,1882.5374755859375
21631,2090.809814453125,21631,2047.01806640625,21631,1927.6824951171875,21631,1956.3841552734375,21631,1946.3203125,21631,1915.11376953125
21632,2124.601318359375,21632,2044.8529052734375,21632,1927.3604736328125,21632,1957.3746337890625,21632,1939.5042724609375,21632,1937.69677734375
21633,2086.496826171875,21633,2043.720947265625,21633,1950.4803466796875,21633,1931.7095947265625,21633,1932.05810546875,21633,1976.519775390625
21634,2072.020751953125,21634,2056.134033203125,21634,1945.7020263671875,21634,1929.3084716796875,21634,1962.4925537109375,21634,1989.924560546875
21635,2063.2880859375,21635,2065.435546875,21635,1934.5992431640625,21635,1954.80078125,21635,1977.7296142578125,21635,2009.758056640625
21636,2062.096923828125,21636,2036.1533203125,21636,1944.9072265625,21636,1949.4100341796875,21636,1972.2314453125,21636,2003.61328125
21637,2055.999267578125,21637,2058.738037109375,21637,1907.285888671875,21637,1935.504150390625,21637,1948.5955810546875,21637,1992.7208251953125
21638,2010.080810546875,21638,2059.754638671875,21638,1925.365234375,21638,1935.1142578125,21638,1948.838623046875,21638,1963.989013671875
21639,2118.678955078125,21639,2066.921142578125,21639,1922.4267578125,21639,1932.225830078125,21639,1947.3302001953125,21639,1963.8380126953125
21640,2115.36669921875,21640,2072.300537109375,21640,1900.822021484375,21640,1947.09912109375,21640,1986.0296630859375,21640,1966.9197998046875
21641,2113.100830078125,21641,2067.12890625,21641,1937.9249267578125,21641,1950.6336669921875,21641,1983.670654296875,21641,1955.8828125
21642,2085.423583984375,21642,2028.2841796875,21642,1965.7352294921875,21642,1967.72216796875,21642,2006.4495849609375,21642,1916.2271728515625
21643,2101.70654296875,21643,2019.237060546875,21643,2012.5067138671875,21643,1971.2821044921875,21643,1987.87548828125,21643,1911.65966796875
21644,2102.255859375,21644,2060.059814453125,21644,1947.9222412109375,21644,1941.453369140625,21644,1977.7760009765625,21644,1918.3511962890625
21645,2083.760986328125,21645,2057.7236328125,21645,1944.0146484375,21645,1934.768798828125,21645,1971.2508544921875,21645,1950.5325927734375
21646,2084.796630859375,21646,2072.588623046875,21646,1934.417724609375,21646,1966.0552978515625,21646,1997.319091796875,21646,1928.77685546875
21647,2063.2275390625,21647,2065.0419921875,21647,1932.8736572265625,21647,1911.5023193359375,21647,1990.414794921875,21647,1905.31884765625
21648,2078.777587890625,21648,2086.487548828125,21648,1931.415771484375,21648,1871.4970703125,21648,1982.9940185546875,21648,1918.5416259765625
21649,2097.350830078125,21649,2032.7130126953125,21649,1947.61083984375,21649,1875.1290283203125,21649,1962.5625,21649,1937.905029296875
21650,2052.036865234375,21650,2028.2862548828125,21650,1913.7564697265625,21650,1876.280517578125,21650,1987.345947265625,21650,1984.241455078125
21651,2106.807861328125,21651,2056.40576171875,21651,1915.5382080078125,21651,1860.4638671875,21651,1939.026123046875,21651,1983.0911865234375
21652,2101.649169921875,21652,2058.079833984375,21652,1926.78955078125,21652,1847.496337890625,21652,1894.0299072265625,21652,1979.07177734375
21653,2080.66455078125,21653,2095.20068359375,21653,1901.523193359375,21653,1856.171142578125,21653,1909.7979736328125,21653,1994.9678955078125
21654,2071.9169921875,21654,2126.005859375,21654,1897.931884765625,21654,1913.82080078125,21654,1868.8333740234375,21654,2026.4251708984375
21655,2079.6142578125,21655,2085.982666015625,21655,1928.31201171875,21655,1934.2452392578125,21655,1871.88427734375,21655,2004.947509765625
21656,2075.84375,21656,2080.345703125,21656,1942.0289306640625,21656,1944.1600341796875,21656,1913.3944091796875,21656,1997.59619140625
21657,2078.468505859375,21657,2091.718994140625,21657,1961.9493408203125,21657,1921.8492431640625,21657,1933.6805419921875,21657,2001.5482177734375
21658,2121.231689453125,21658,2086.768798828125,21658,1898.43017578125,21658,1957.3531494140625,21658,2015.7353515625,21658,1975.919677734375
21659,2081.44384765625,21659,2098.73388671875,21659,1892.8702392578125,21659,1929.5986328125,21659,2041.216796875,21659,1977.4832763671875
21660,2080.51416015625,21660,2070.9296875,21660,1902.9569091796875,21660,1926.8511962890625,21660,1990.46630859375,21660,1983.2412109375
21661,2088.1162109375,21661,2066.745849609375,21661,1948.764892578125,21661,1929.7899169921875,21661,1986.6080322265625,21661,1973.6561279296875
21662,2094.9052734375,21662,2048.430419921875,21662,1975.629150390625,21662,1928.9713134765625,21662,1965.9873046875,21662,1939.656982421875
21663,2095.358154296875,21663,2056.50634765625,21663,1951.63330078125,21663,1912.94580078125,21663,1960.5518798828125,21663,1937.237060546875
21664,2030.4224853515625,21664,2100.65966796875,21664,1888.016845703125,21664,1913.6544189453125,21664,1960.9835205078125,21664,1920.58984375
21665,2017.09033203125,21665,2080.679931640625,21665,1897.9227294921875,21665,1912.5941162109375,21665,1968.6505126953125,21665,1934.737548828125
21666,2104.950927734375,21666,2095.01953125,21666,1892.3883056640625,21666,1912.8677978515625,21666,1977.29833984375,21666,1926.9151611328125
21667,2114.21435546875,21667,2087.048583984375,21667,1910.1429443359375,21667,1950.73779296875,21667,1941.7835693359375,21667,1916.1943359375
21668,2116.63623046875,21668,2086.545166015625,21668,1936.5240478515625,21668,1951.26708984375,21668,1928.73583984375,21668,1901.38330078125
21669,2079.673095703125,21669,2103.139892578125,21669,1901.70947265625,21669,1961.6287841796875,21669,1929.09033203125,21669,1899.5877685546875
21670,2052.6181640625,21670,2112.173095703125,21670,1924.50390625,21670,1961.1845703125,21670,1931.4654541015625,21670,1931.8551025390625
21671,2019.6998291015625,21671,2117.040283203125,21671,1930.6513671875,21671,1962.635498046875,21671,1942.4747314453125,21671,1904.8739013671875
21672,2093.9384765625,21672,2129.23046875,21672,1922.5391845703125,21672,1963.3924560546875,21672,1916.8145751953125,21672,1922.76611328125
21673,2064.662841796875,21673,2113.736328125,21673,1935.5135498046875,21673,1924.450927734375,21673,1959.10595703125,21673,1913.944580078125
21674,2095.1748046875,21674,2094.363525390625,21674,1958.2535400390625,21674,1933.9405517578125,21674,1963.0638427734375,21674,1897.091064453125
21675,2091.974609375,21675,2079.345458984375,21675,1950.9908447265625,21675,1948.019287109375,21675,2000.63427734375,21675,1903.9993896484375
21676,2052.832763671875,21676,2053.97802734375,21676,1949.847900390625,21676,1914.90478515625,21676,1999.4949951171875,21676,1914.5340576171875
21677,2105.24658203125,21677,2056.006591796875,21677,1908.5953369140625,21677,1924.8046875,21677,1980.7703857421875,21677,1913.05078125
21678,2027.8231201171875,21678,2059.018310546875,21678,1941.95947265625,21678,1915.677001953125,21678,1963.6243896484375,21678,1922.9390869140625
21679,2063.859130859375,21679,2062.387939453125,21679,1946.9765625,21679,1924.1312255859375,21679,1955.0621337890625,21679,1939.1536865234375
21680,2057.478759765625,21680,2088.908935546875,21680,1994.3111572265625,21680,1919.2701416015625,21680,1999.803955078125,21680,1948.5
21681,2064.417236328125,21681,2085.3603515625,21681,1980.985107421875,21681,1944.09423828125,21681,1955.2939453125,21681,1990.77587890625
21682,2046.4927978515625,21682,2103.407470703125,21682,1975.027099609375,21682,1940.720703125,21682,1955.03955078125,21682,2004.888916015625
21683,2101.138427734375,21683,2095.767578125,21683,1926.1126708984375,21683,1926.525146484375,21683,1906.1702880859375,21683,1996.569580078125
21684,2104.017333984375,21684,2086.163330078125,21684,1959.1640625,21684,1922.131591796875,21684,1931.7996826171875,21684,1998.4881591796875
21685,2028.8511962890625,21685,2079.7451171875,21685,1934.787841796875,21685,1938.3280029296875,21685,1921.664794921875,21685,2015.091064453125
21686,2093.80810546875,21686,2076.854248046875,21686,1942.5489501953125,21686,1926.5396728515625,21686,1912.4371337890625,21686,2009.5584716796875
21687,2071.983642578125,21687,2080.045654296875,21687,1943.362548828125,21687,1888.0400390625,21687,1893.1083984375,21687,2018.608154296875
21688,2091.73193359375,21688,2093.7080078125,21688,1966.903076171875,21688,1899.781494140625,21688,1957.5428466796875,21688,2006.388916015625
21689,2033.8101806640625,21689,2091.610595703125,21689,2012.5750732421875,21689,1874.7813720703125,21689,1975.917236328125,21689,2019.62646484375
21690,2087.718017578125,21690,2092.5615234375,21690,1997.2178955078125,21690,1886.402099609375,21690,1964.9139404296875,21690,2018.799560546875
21691,2125.08984375,21691,2079.7783203125,21691,1987.35546875,21691,1886.101318359375,21691,1946.8087158203125,21691,1998.2532958984375
21692,2107.26953125,21692,2071.6298828125,21692,1970.7801513671875,21692,1900.1495361328125,21692,1985.005615234375,21692,2001.4888916015625
21693,2097.938232421875,21693,2059.580078125,21693,1974.6680908203125,21693,1886.7127685546875,21693,1932.15234375,21693,2002.4638671875
21694,2105.96630859375,21694,2064.2060546875,21694,1968.0224609375,21694,1886.7344970703125,21694,1913.4771728515625,21694,1960.1549072265625
21695,2078.02490234375,21695,2066.137451171875,21695,1950.9952392578125,21695,1888.1026611328125,21695,1970.27783203125,21695,1943.50537109375
21696,2065.489990234375,21696,2051.117431640625,21696,1944.8685302734375,21696,1901.8853759765625,21696,1962.894287109375,21696,1949.98828125
21697,2070.511962890625,21697,2068.69140625,21697,1913.3052978515625,21697,1897.524169921875,21697,1994.4246826171875,21697,1939.158447265625
21698,2109.115234375,21698,2074.857421875,21698,1901.427734375,21698,1872.2161865234375,21698,1954.62158203125,21698,1963.9910888671875
21699,2112.34375,21699,2085.35791015625,21699,1948.87060546875,21699,1848.66796875,21699,1951.721435546875,21699,1988.7822265625
21700,2099.92626953125,21700,2109.598388671875,21700,1950.7689208984375,21700,1843.289794921875,21700,1929.778076171875,21700,1990.2491455078125
21701,2088.39697265625,21701,2119.903076171875,21701,1963.312744140625,21701,1874.9200439453125,21701,1942.592529296875,21701,2037.0626220703125
21702,2092.041748046875,21702,2094.410888671875,21702,1966.799072265625,21702,1897.1475830078125,21702,1949.3516845703125,21702,2047.319580078125
21703,2077.55078125,21703,2094.5361328125,21703,1994.45654296875,21703,1873.9281005859375,21703,1965.5885009765625,21703,2054.06396484375
21704,2085.546142578125,21704,2081.41455078125,21704,1973.8504638671875,21704,1879.7554931640625,21704,1970.8543701171875,21704,2043.22265625
21705,2062.753662109375,21705,2055.30078125,21705,1954.4840087890625,21705,1905.2408447265625,21705,2014.0035400390625,21705,2009.1602783203125
21706,2071.93310546875,21706,2062.52685546875,21706,1930.918701171875,21706,1931.88427734375,21706,1935.346923828125,21706,1984.8343505859375
21707,2126.507568359375,21707,2062.519287109375,21707,1979.16552734375,21707,1926.992919921875,21707,1945.262939453125,21707,1970.1854248046875
21708,2114.78564453125,21708,2072.513916015625,21708,1948.2471923828125,21708,1934.6341552734375,21708,1960.8800048828125,21708,1973.3465576171875
21709,2103.456298828125,21709,2116.920654296875,21709,1950.7838134765625,21709,1941.86474609375,21709,1970.802734375,21709,1965.006103515625
21710,2075.173583984375,21710,2132.44775390625,21710,1977.5860595703125,21710,1947.7720947265625,21710,1916.912353515625,21710,1959.1180419921875
21711,2076.900390625,21711,2109.93798828125,21711,1963.7882080078125,21711,1967.6439208984375,21711,1910.23486328125,21711,1937.46142578125
21712,2093.472412109375,21712,2108.01708984375,21712,1935.4068603515625,21712,1911.5528564453125,21712,1976.65673828125,21712,1942.1949462890625
21713,2100.2744140625,21713,2099.93701171875,21713,1924.920654296875,21713,1900.8709716796875,21713,1996.6629638671875,21713,1986.3681640625
21714,2112.902099609375,21714,2085.992431640625,21714,1955.138916015625,21714,1891.4151611328125,21714,1953.8709716796875,21714,1989.4786376953125
21715,2114.93603515625,21715,2104.610107421875,21715,1970.38818359375,21715,1927.686767578125,21715,1955.0396728515625,21715,1994.557373046875
21716,2122.70654296875,21716,2102.72607421875,21716,1968.714111328125,21716,1923.0245361328125,21716,1967.9869384765625,21716,1994.578369140625
21717,2120.889892578125,21717,2091.299072265625,21717,1962.9012451171875,21717,1909.1790771484375,21717,1995.2353515625,21717,1945.76806640625
21718,2113.638427734375,21718,2086.7607421875,21718,1971.6005859375,21718,1869.29296875,21718,2001.9527587890625,21718,1941.2037353515625
21719,2086.043212890625,21719,2097.152587890625,21719,1950.4403076171875,21719,1875.01220703125,21719,1987.29150390625,21719,1951.344482421875
21720,2088.2783203125,21720,2086.89990234375,21720,1943.968994140625,21720,1934.2547607421875,21720,1954.921630859375,21720,1948.4990234375
21721,2125.253173828125,21721,2090.5703125,21721,1897.638671875,21721,1913.6883544921875,21721,1918.0267333984375,21721,1953.5855712890625
21722,2065.9853515625,21722,2092.1875,21722,1930.5660400390625,21722,1922.181884765625,21722,1936.045166015625,21722,1917.1522216796875
21723,2083.862060546875,21723,2073.544677734375,21723,1963.0947265625,21723,1930.981201171875,21723,1987.274658203125,21723,1905.5126953125
21724,2096.9189453125,21724,2100.296142578125,21724,1944.7738037109375,21724,1920.9344482421875,21724,2011.1927490234375,21724,1917.7054443359375
21725,2090.8955078125,21725,2093.953369140625,21725,1971.7303466796875,21725,1894.0826416015625,21725,1947.248779296875,21725,1906.03662109375
21726,2079.4716796875,21726,2105.134521484375,21726,1950.07763671875,21726,1902.657958984375,21726,1946.9373779296875,21726,1928.6455078125
21727,2087.775146484375,21727,2118.47509765625,21727,1987.290771484375,21727,1959.1917724609375,21727,1932.02734375,21727,1923.2081298828125
21728,2091.490478515625,21728,2106.451904296875,21728,1974.64013671875,21728,1966.0174560546875,21728,1922.19580078125,21728,1934.77197265625
21729,2067.482421875,21729,2086.673095703125,21729,2009.246337890625,21729,1960.0987548828125,21729,1921.8099365234375,21729,1904.502197265625
21730,2103.740966796875,21730,2100.239013671875,21730,1989.462890625,21730,1971.864013671875,21730,1940.0789794921875,21730,1909.026611328125
21731,2051.70654296875,21731,2086.59716796875,21731,1961.8128662109375,21731,1940.4671630859375,21731,1962.1876220703125,21731,1909.1502685546875
21732,2032.186279296875,21732,2060.409423828125,21732,1931.8076171875,21732,1967.176513671875,21732,1961.4967041015625,21732,1945.53759765625
21733,2086.21435546875,21733,2073.512451171875,21733,1917.9630126953125,21733,1988.3167724609375,21733,2003.3516845703125,21733,1912.1844482421875
21734,2081.334716796875,21734,2082.518310546875,21734,1924.900634765625,21734,1978.7481689453125,21734,1992.9365234375,21734,1897.3250732421875
